0,1,2,3,4,5,6,7
0.7721518987341782,0.985332190990448,0.9999918862651885,0.8131869107989808,0.9999459367021187,0.4,0.9997321926362002,0.9392582178115845
1.0,0.9513065814971924,0.9994795720566058,0.766438213120209,0.9982982762482172,1.0,0.9884961138640216,0.6030974388122559
0.95,0.44419026374816895,0.9506973541307383,0.7883395723192467,0.96526435875732,1.0,0.9514147950551451,0.2175394892692566
0.44,0.6706371307373047,0.7327337631381637,0.6283979571565498,0.2678654944753318,0.2,1.3097679767824644e-07,0.05497902259230614
0.69,0.6211540699005127,0.9992297122818297,0.274718599718572,0.8141644907270458,0.6,0.868224088287542,0.7575004696846008
1.0,0.9965112805366516,0.9999629469060878,0.9359841113606535,0.9999999671291324,1.0,0.9999999931115078,0.9855016469955444
0.67,0.9898620843887329,0.9947513776326392,0.5964052800135627,0.9816703405474317,0.6,0.7728253889716957,0.8050057888031006
0.89,0.9193684458732605,0.9998353042410587,0.7334907322778462,0.9986066352158032,0.8,0.9999581803739777,0.9237087368965149
1.0,0.9994811415672302,0.9999979898618568,0.8908660749405003,0.9999945589822402,1.0,0.9999445445792007,0.991358757019043
0.36,0.605292022228241,0.9434112544999885,0.6707325990840244,0.9999942676083161,0.8,0.9999316595911107,0.7670730948448181
0.71,0.779009997844696,0.9994878784974488,0.8973799036040069,0.9997344495712273,0.4,0.9994444613094738,0.9622118473052979
0.91,0.9996991157531738,0.9999999559373488,0.9635922082843583,0.999999544973493,0.6,0.9999992787709412,0.9790089726448059
1.0,0.9834737181663513,0.9999933138932527,0.8935097852247288,0.9997776623699541,1.0,0.999999999960095,0.9890060424804688
0.64,0.46868932247161865,0.6837672460557614,0.5120770178320609,0.9996447785102809,0.4,0.47223667079711595,0.12365046888589859
0.34,0.6738845109939575,0.9998064344080385,0.7708961198408728,0.9998691870414802,0.8,0.999999999864682,0.9977747797966003
0.94,0.9822722673416138,0.9548177155644634,0.7189867486289506,0.9993470238783363,0.2,0.9994317242466516,0.9447877407073975
1.0,0.9448660016059875,0.9989909565382085,0.513441095853106,0.9999706581188375,1.0,0.9908534524553738,0.8955138921737671
0.7,0.9018730521202087,0.9971045612728472,0.6238805448915108,0.9999579055973279,0.8,0.9930604347046568,0.7693971395492554
0.19,0.9724022746086121,0.9998269428490195,0.616324122635637,0.9999725995228443,0.8,0.9979228400918411,0.8191013932228088
0.78125,0.9081875681877136,0.9925137233029935,0.6043462321521151,0.9999675379541024,0.8,0.992196619096166,0.8927655220031738
0.85,0.13914267718791962,0.9961497904305165,0.5429662108349483,0.9999951036186815,0.0,0.07365205199782095,0.07426553964614868
0.57,0.9971711039543152,0.9991013070076983,0.7059727617591075,0.9999998658134073,1.0,0.9999827225300486,0.949401319026947
0.6683333333333334,0.9951186180114746,0.9999492903892527,0.745710643112026,0.9999997287803256,1.0,0.8316962225062948,0.7683495283126831
1.0,0.8475652933120728,0.9999511684681874,0.86037410076748,0.999851173253567,1.0,0.9998637209863176,0.9477803707122803
0.85,0.8574888706207275,0.9977130235843603,0.799618562629828,0.9999999983086683,0.8,0.9921379344764544,0.9039387106895447
0.48,0.7491116523742676,0.06699168290173294,0.5599122941647501,0.9997826386166896,0.4,0.4785975061583088,0.3631832003593445
0.9,0.9804746508598328,0.9972263448239836,0.6917999990421128,0.055762453043657866,1.0,0.9942291421462088,0.9205183982849121
0.64,0.15017782151699066,0.9204543715374822,0.6853394551872644,0.9998081481360739,0.4,0.0002950103011482723,0.5008410811424255
0.86,0.7489640116691589,0.9997042182563828,0.7411591232758465,0.9999523765856412,0.8,0.002483048769277847,0.3143177330493927
1.0,0.9909259080886841,0.9999554391600836,0.6884908693225182,0.9999358077349383,1.0,0.99999995733969,0.981264591217041
1.0,0.9974443912506104,0.9999591835465185,0.880598172886377,0.9996358032081931,1.0,0.9994458774955921,0.9925014972686768
0.88,0.6803210973739624,0.9996772410561662,0.7892582899009459,0.9670298575123931,0.6,0.9987375817713449,0.9177396297454834
0.7560975609756099,0.9885625839233398,0.9981082698835173,0.8854961330984967,0.9999999999872453,1.0,0.9999999434544345,0.9801844954490662
0.62,0.9907544851303101,0.9906793128108977,0.44558226814433555,0.999288743853146,0.6,0.9610174702138277,0.8980708122253418
0.72,0.947910487651825,0.9998619704133399,0.5242735344524418,0.9999916089475636,0.8,0.9957393037800519,0.6704858541488647
0.84,0.6066300868988037,0.999735730978904,0.5039003278716494,0.9991330259859303,0.8,0.6443569888278148,0.1649596244096756
0.4975,0.7869635224342346,0.9979643264035423,0.5129798093587356,0.7392872597437704,1.0,0.9999999992641564,0.9736655950546265
1.0,0.95994633436203,0.999918846507714,0.7071577365829131,0.9999990617712099,0.8,0.9704241727795268,0.841109573841095
0.7,0.9546599984169006,0.9941713438745848,0.6183670358734724,0.964276344902874,1.0,0.9811175209642004,0.8613327145576477
1.0,0.4008214473724365,0.992072931650898,0.9125046897503123,0.9997178755294943,0.4,0.9999054197176456,0.866838812828064
0.35,0.6716302037239075,0.9133923594397054,0.36801901222169986,0.9940008279884599,0.6,0.9135685140056224,0.9514693021774292
0.83,0.9854495525360107,0.2696890941546903,0.591228515218081,0.9997675967216787,0.4,0.755099423313481,0.8235622048377991
0.82,0.912083089351654,0.986067788735308,0.6289355501126912,0.9997770831007021,0.8,0.9989584917853663,0.9911062121391296
0.37,0.011044720187783241,0.020937855803461122,0.24498348774637563,0.0008870070286566927,0.8,0.9638471767281078,0.32288578152656555
0.95,0.9174103736877441,2.7298597921649505e-06,0.3238976850285113,5.301355550961482e-10,0.0,0.1743646570937413,0.5621361136436462
0.91,0.43560630083084106,0.32658229498949076,0.6518011670468804,0.9612576374801606,0.6,0.8819970567120402,0.724626362323761
0.56,0.9990423321723938,0.9997547299800184,0.4882890345110774,0.997816083838311,1.0,0.9949603191266465,0.798981785774231
